"TLA NAME","CRASH ROAD","CRASH DIST","CRASH DIRN","INTSN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT","VEHICLES","CAUSES","OBJECTS STRUCK","ROAD CURVE","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","ROAD MARK","SPD LIM","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT","PERS AGE1","PERS AGE2","EASTING","NORTHING"
"Auckland","HELVETIA ROAD",""," ","I","VICTORIA ST","201531266","06/02/2015","Fri","0855","HA","CS1V","301B ","","R","W","O ","F ","X","S","R","050","0","0","0","","","1768077","5881054",
"Auckland","HELVETIA ROAD","500","N"," ","WEST ST","201531086","08/02/2015","Sun","2158","CB","VN1CC","103A 129A ","M","R","D","DO","F "," ","N","C","050","0","0","0","","","1767918","5881297",
"Auckland","HENDERSON VALLEY ROAD",""," ","I","SMYTHE ROAD","201530849","20/01/2015","Tue","1730","FE","CS1C","181A ","","R","D","BF","F ","T","T","C","050","0","0","0","","","1745179","5917070",
"Auckland","HENDON AVENUE","30","E"," ","BARRYMORE ROAD","201531414","16/01/2015","Fri","1557","BE","CW1C","125A 350A ","FF","R","D","B ","F "," ","N","C","050","0","0","0","","","1752894","5914973",
"Auckland","HENDON AVENUE","30","S"," ","RICHARDSON ROAD","201531090","24/01/2015","Sat","1655","FE","CN1CC","331A 414A ","","R","D","BF","F ","T","T","C","050","0","0","0","","","1753078","5915076",
"Auckland","HIBISCUS COAST HIGHWAY","100","N"," ","MOENUI AVENUE","201530735","11/01/2015","Sun","1330","MO","CN1C","371A ","M","R","D","B ","F "," ","N","C","050","0","0","0","","","1751780","5949578",
"Auckland","HIBISCUS COAST HIGHWAY","20","E"," ","PAINTON ROAD","201532350","28/02/2015","Sat","1745","FD","CW1CC","181A 427A 181B ","","R","D","B ","F "," "," ","C","070","0","0","0","","","","",
"Auckland","HIBISCUS COAST HIGHWAY","300","W"," ","RED BEACH ROAD","201530838","15/01/2015","Thu","1000","AC","CW1V","372A ","","R","D","BF","F "," ","N","P","050","0","0","0","","","1751316","5947715",
"Auckland","HIBISCUS COAST HIGHWAY","5","N"," ","RIVERSIDE ROAD","201531678","30/01/2015","Fri","1540","FB","CS1C","331A ","","R","D","B ","F ","R","G","C","050","0","0","0","","","","",
"Auckland","HIBISCUS COAST HIGHWAY","20","S"," ","RIVERSIDE ROAD","201530986","10/01/2015","Sat","0955","FC","4S1C","181A 331A ","","R","D","B ","F "," "," ","X","050","0","0","0","","","1751856","5949348",
"Auckland","HIBISCUS COAST HIGHWAY","100","E"," ","SILVERDALE OFF SBD","201531936","16/02/2015","Mon","1330","AC","CE1C","372A ","","E","D","BF","F "," ","N","P","080","0","0","0","","","","",
"Auckland","HIBISCUS COAST HIGHWAY","25","W"," ","SMALL ROAD","201531704","10/01/2015","Sat","1610","AO","CE1C","129A 129B ","","M","D","B ","F "," "," ","C","050","0","0","0","","","1748883","5945491",
"Auckland","HIBISCUS COAST HIGHWAY","450","S"," ","WAIWERA ROAD","201532121","20/02/2015","Fri","0752","DB","CS1","135A 801 ","G","M","W","OF","F "," ","N","C","100","0","0","0","","","1752569","5954241",
"Auckland","HIBISCUS COAST HIGHWAY","500","S"," ","WAIWERA ROAD","201532124","03/02/2015","Tue","0807","DB","CN1","135A 801 901 ","G","S","W","ON","H "," ","N","C","100","0","0","0","","","1752547","5954196",
"Auckland","HIBISCUS COAST HIGHWAY","1200","S"," ","WAIWERA ROAD","201510220","11/01/2015","Sun","1400","FD","CN1M","181A ","","M","D","BN","F "," ","N","C","080","0","0","1","","","","",
"Auckland","HIBISCUS COAST HIGHWAY","40","S"," ","WHANGAPARAOA ROAD","201530831","01/01/2015","Thu","2000","AC","CS1C","372A ","","E","D","BF","F "," ","N","C","070","0","0","0","","","1750680","5946661",
"Auckland","HIBISCUS COAST HWY","100","E"," ","PAINTON ROAD","201531289","31/01/2015","Sat","1109","FD","VW14C","331A 351A 181B ","","R","D","B ","F "," "," ","P","070","0","0","0","","","","",
"Auckland","HIGHBROOK DRIVE",""," ","I","CRYERS ROAD","201532179","08/02/2015","Sun","0600","DA","CE1","131A 410A ","FHS","E","D","DO","F ","T","T","R","050","0","0","0","","","1767830","5910344",
"Auckland","HIGHLAND PARK DRIVE",""," ","I","AVIEMORE DRIVE","201531710","06/02/2015","Fri","1540","LB","CS2C","303B ","","R","D","O ","F ","T","S","R","050","0","0","0","","","","",
"Auckland","HILL ROAD","15","E"," ","GREAT SOUTH ROAD","201532154","08/02/2015","Sun","1200","AA","CW1C","372A ","","R","D","BF","F ","T","T","C","050","0","0","0","","","1768645","5901127",
"Auckland","HILL ROAD","15","E"," ","HILLSIDE ROAD","201530829","06/01/2015","Tue","2045","CC","CW1","103A ","P","R","D","DO","F "," ","N","C","050","0","0","0","","","1764448","5905593",
"Auckland","HILL ST",""," ","I","CHURCH ST","201530861","28/01/2015","Wed","0529","DA","CW2","101A 111A 131A 514A ","T","R","D","DO","F ","X","S","C","050","0","0","0","","","1758623","5912156",
"Auckland","HILLCREST AVENUE","100","S"," ","HOLLAND ROAD","201531239","20/01/2015","Tue","1820","AO","CN1C","101A 110A 129A ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1755249","5926883",
"Auckland","HILLS ROAD","80","S"," ","WILLIAMS CRESCENT N","201511133","13/02/2015","Fri","0855","EA","CS1C","129A 130A 358A ","M","R","D","O ","F "," "," ","C","050","0","0","1","","","1767648","5908402",
"Auckland","HILLSBOROUGH ROAD",""," ","I","HERD ROAD","201531263","06/02/2015","Fri","2050","LB","CS1C","303B ","","E","D","DO","F ","X","T","P","050","0","0","0","","","1756713","5913070",
"Auckland","HILLSBOROUGH ROAD","50","W"," ","THE AVENUE","201532234","12/02/2015","Thu","1655","FD","CW1C","181A ","","R","D","B ","F "," "," ","C","080","0","0","0","","","1753544","5912028",
"Auckland","HILLSIDE CRESCENT","100","E"," ","MOUNT EDEN ROAD","201532235","19/02/2015","Thu","1420","EE","TW1C","129A ","M","R","D","B ","F "," "," ","C","050","0","0","0","","","","",
"Auckland","HILLVIEW ROAD","400","S"," ","ARARIMU ROAD","201532280","14/02/2015","Sat","1540","DA","4N1","131A 330A ","C","E","D","O ","F "," "," ","C","100","0","0","0","","","1775142","5887112",
"Auckland","HINEMOA ST",""," ","I","BIRKENHEAD AVENUE","201530857","02/02/2015","Mon","2153","DB","4N1","103A 131A ","IPT","R","D","DO","F ","Y","G","R","050","0","0","0","","","","",
"Auckland","HOBSON ROAD","130","S"," ","RIDGE ROAD","201531987","22/02/2015","Sun","1226","DB","CN1","111A 194A ","","E","W","ON","L "," ","N","N","100","0","0","0","","","1749807","5933995",
"Auckland","HOBSON ST",""," ","I","VICTORIA ST WEST","201530821","09/01/2015","Fri","2210","HA","CS1C","322B ","","R","D","DO","F ","X","T","L","050","0","0","0","","","1757065","5920542",
"Auckland","HOSPITAL ROAD",""," ","I","MANGERE ROAD","201530359","17/01/2015","Sat","0640","KC","VS2V","302A ","","E","D","B ","F ","T","G","C","050","0","0","0","","","1763378","5908440",
"Auckland","HOWARD HUNTER AVENUE","100","N"," ","STRONG ST","201530945","15/01/2015","Thu","0750","EA","CN1C","129A 350A ","M","R","D","B ","F "," "," ","C","050","0","0","0","","","1764773","5917345",
"Auckland","HUIA ROAD","10","S"," ","EAST TAMAKI ROAD","201531916","08/01/2015","Thu","1640","FE","CN1C","181A ","","R","D","BF","F ","T","T","C","050","0","0","0","","","1766074","5907287",
"Auckland","HUIA ROAD","80","N"," ","GREAT NORTH ROAD","201510069","13/01/2015","Tue","1335","JA","CN1C","308B 330B 402B 927 ","","R","D","B ","F ","D"," ","C","050","0","0","1","","","1752501","5918241",
"Auckland","HUIA ROAD","130","N"," ","TUI ST","201531044","18/01/2015","Sun","0300","CC","CN1","103A 112A 130A ","FHT","R","D","DO","F "," ","N","C","050","0","0","0","","","1752372","5918460",
"Auckland","HURSTMERE ROAD","50","N"," ","THE PROMENADE","201530897","28/01/2015","Wed","1445","MA","CS14","373B ","","R","D","BF","F "," ","N","C","050","0","0","0","","","1758274","5927704",
"Auckland","IAM MCKINNON DRIVE",""," ","I","DEVON ST","201511197","18/02/2015","Wed","0955","GC","MN1SC","191A 191B 144C 174C ","S","R","D","B ","F ","T","G","R","060","0","1","1","","45","","",
"Auckland","INVERMAY AVENUE","90","W"," ","HARDLEY AVENUE","201531066","07/02/2015","Sat","1737","EA","CW1C","129A ","M","R","D","BN","F "," ","N","N","050","0","0","0","","","1755128","5915285",
"Auckland","JAMES FLETCHER DRIVE","130","E"," ","BEACH ROAD","201531676","01/02/2015","Sun","2230","CB","CE1","130A 801 ","F","R","W","DO","L "," "," ","C","060","0","0","0","","","1762693","5909292",
"Auckland","JARVIS WAY","100","S"," ","ORMISTON ROAD","201532188","10/02/2015","Tue","1115","MO","TN1","385A 927 ","X","R","D","BF","F "," ","N","C","050","0","0","0","","","1768457","5907568",
"Auckland","JELLICOE ROAD","20","S"," ","PLEASANT VIEW ROAD","201532353","04/03/2015","Wed","1703","CA","CS1CC","112A 130A 402A 514A 517A ","","R","D","B ","F "," "," ","C","050","0","0","0","","","","",
"Auckland","JUTLAND ROAD",""," ","I","NORTHBORO ROAD","201531219","20/01/2015","Tue","0720","JC","CN2M","302A 375A ","","R","D","B ","F ","T","G","N","050","0","0","0","","","1758567","5925911",
"Auckland","KARAKA ST","20","W"," ","TAHAROTO ROAD","201532183","10/02/2015","Tue","0817","JA","CE1C","308B 375B 929 ","","R","D","OF","F ","D","N","N","050","0","0","0","","","1756952","5927207",
"Auckland","KARANGAHAPE ROAD",""," ","I","EDINBURGH ST","201511207","27/01/2015","Tue","1515","GB","SW1V","303B 330B 372B ","","E","D","B ","F ","X","T","C","050","0","0","1","","15","","",
"Auckland","KARANGAHAPE ROAD",""," ","I","EDINBURGH ST","201531667","25/01/2015","Sun","2031","MO","CN2C","512A 514A 691B ","","R","D","B ","F ","T","T","C","050","0","0","0","","","1756425","5919372",
"Auckland","KARANGAHAPE ROAD",""," ","I","PITT ST","201531984","20/02/2015","Fri","2045","FE","CE1X","331A 387A ","","R","D","BN","F ","X","T","C","050","0","0","0","","","1756812","5919468",
"Auckland","KARANGAHAPE ROAD",""," ","I","UPPER QUEEN ST","201531938","17/01/2015","Sat","1415","JC","CN2X","302A 387A ","","R","D","BF","F ","X","G","L","050","0","0","0","","","1757025","5919442",
"Auckland","KELDALE PLACE","220","S"," ","RICHARDS AVENUE","201531399","08/02/2015","Sun","0425","DC","CS1","103A 402A 410A ","FJ","R","D","DO","F "," "," ","N","050","0","0","0","","","1756304","5929756",
"Auckland","KELWYN ROAD","50","S"," ","BEAUBANK ROAD","201530866","01/01/2015","Thu","1556","EA","CS1C","103A 129A ","M","R","D","BF","F "," ","N","C","050","0","0","0","","","1748713","5915087",
"Auckland","KENT ST","20","E"," ","YORK ST","201531937","03/01/2015","Sat","1323","MO","CW1","133A 423A ","H","R","D","BF","F "," ","N","N","050","0","0","0","","","1758352","5918278",
"Auckland","KENWYN ST","15","E"," ","WATT ST","201531008","28/01/2015","Wed","1330","EA","4E1C","129A ","M","R","D","BF","F "," ","N","N","050","0","0","0","","","1759009","5920267",
"Auckland","KERR ST","170","E"," ","VICTORIA ROAD","201510373","27/01/2015","Tue","1734","NA","4E1K","377A 722B 839 ","","R","D","B ","F "," "," ","C","050","0","1","0","16","","1760479","5922628",
"Auckland","KERRS ROAD",""," ","I","GREAT SOUTH ROAD","201531059","10/02/2015","Tue","0645","MG","CE1C","371B ","","R","D","DO","F ","X","T","C","050","0","0","0","","","1768107","5903286",
"Auckland","KERVIL AVENUE","100","N"," ","BROOKFIELD ROAD","201532194","24/01/2015","Sat","1000","MO","CN1C","371A 929 ","M","R","D","BF","F ","D","N","C","050","0","0","0","","","1746899","5922105",
"Auckland","KHYBER PASS ROAD",""," ","I","GRAFTON ROAD","201532462","28/02/2015","Sat","1037","FA","4W1C","181A ","","R","D","B ","F ","X","T","C","050","0","0","0","","","","",
"Auckland","KHYBER PASS ROAD",""," ","I","MOUNTAIN ROAD","201510714","06/02/2015","Fri","0840","HA","VN2C","113B 191B 322B 801 ","","R","W","O ","F ","X","T","C","050","0","0","1","","","1757816","5918526",
"Auckland","KHYBER PASS ROAD","50","E"," ","NEWTON ROAD","201531264","06/02/2015","Fri","0730","DB","TE1C","131A 801 ","HM","E","W","O ","H "," "," ","C","050","0","0","0","","","1757007","5918759",
"Auckland","KHYBER PASS ROAD","100","E"," ","PARK ROAD","201531939","16/01/2015","Fri","1511","FF","CE1C","181A 197B ","","R","D","BF","F "," ","N","C","050","0","0","0","","","1757913","5918499",
"Auckland","KILIMANJARO DRIVE","100","W"," ","CHAPEL ROAD","201531977","22/01/2015","Thu","1040","MA","CE1CC","373B ","M","R","D","BF","F "," ","N","C","050","0","0","0","","","1771112","5911949",
"Auckland","KILKENNY DRIVE",""," ","I","INAGH CLOSE","201532163","18/02/2015","Wed","1120","MC","CN14","372B ","","R","D","BF","F ","T","G","C","050","0","0","0","","","1770982","5910785",
"Auckland","KILKENNY DRIVE",""," ","I","MIDDLEFIELD DRIVE","201511129","15/02/2015","Sun","1516","ND","CE1E","713B 732B ","","R","D","B ","F ","T","G","C","050","0","0","1","13","","1770438","5909733",
"Auckland","KILMARNOCK AVENUE",""," ","I","ARMADA DRIVE","201531336","31/01/2015","Sat","0414","DB","CS2","103A 111A 131A 412A ","T","E","W","DO","L ","T","N","C","050","0","0","0","","","1742835","5919110",
"Auckland","KIMBER HALL AVENUE","20","W"," ","WHITE SWAN ROAD","201531995","05/02/2015","Thu","0734","AO","CE1C","381A ","","R","D","BF","F ","T","G","C","050","0","0","0","","","1753221","5912750",
"Auckland","KIMPTON ROAD","100","E"," ","HUIA ROAD","201530869","31/01/2015","Sat","1700","BA","CW1C","125A ","","R","D","OF","F "," ","N","C","050","0","0","0","","","1766308","5907031",
"Auckland","KING ST","60","E"," ","EDINBURGH ST","201532287","25/02/2015","Wed","1535","MO","CE14","402A 371B ","","R","D","B ","F "," "," ","C","050","0","0","0","","","","",
"Auckland","KINMONT RISE","50","E"," ","LANSELL DRIVE","201531050","25/01/2015","Sun","1155","MO","VW1C","371A ","","E","D","BF","F "," ","N","N","050","0","0","0","","","1770986","5909505",
"Auckland","KINROSS ST","250","W"," ","BLOCKHOUSE BAY ROAD","201532436","11/02/2015","Wed","0730","GC","ME1V","370A 330B 372B 929 ","","R","D","B ","F ","D"," ","C","050","0","0","0","","","1751317","5912241",
"Auckland","KINROSS ST",""," ","I","CONNELL ST","201531420","23/02/2015","Mon","2031","KB","TE1C","302B 375B ","","R","D","B ","F ","X","G","C","050","0","0","0","","","1750876","5912081",
"Auckland","KITCHENER ROAD",""," ","I","ERIC PRICE AVENUE","201531794","16/01/2015","Fri","1249","FA","4S1C","331A 402A ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1758362","5928570",
"Auckland","KITCHENER ROAD",""," ","I","GREEN LANE","201510801","05/02/2015","Thu","0820","LB","CE1C4","370A 303B 330B ","","R","W","O ","L ","T","G","C","100","0","0","1","","","1767828","5879300",
"Auckland","KITCHENER ROAD","10","E"," ","MILFORD ROAD","201530834","30/01/2015","Fri","1115","FE","CW1C4","181A ","","R","D","BF","F ","X","T","C","050","0","0","0","","","1757658","5928852",
"Auckland","KITCHENER ROAD","80","E"," ","SYLVAN PARK AVENUE","201510192","24/01/2015","Sat","1219","EA","SW1C","129A 350A ","M","R","D","B ","F "," ","N","C","050","0","1","0","","49","1757970","5928741",
"Auckland","KOHIMARAMA ROAD","130","S"," ","WHYTEHEAD CRESCENT N","201531981","21/02/2015","Sat","2200","EA","CS1C","129A ","M","R","D","DO","F "," ","N","N","050","0","0","0","","","1764317","5918506",
"Auckland","LADIES MILE","15","N"," ","MAIN HIGHWAY","201532197","04/02/2015","Wed","1400","EA","CS1M","129A ","M","R","D","BF","F "," ","N","C","050","0","0","0","","","1761193","5914950",
"Auckland","LADIES MILE","120","S"," ","PUKERANGI CRESCENT","201530372","27/01/2015","Tue","1140","MD","CS1CC","308B 929 ","M","R","D","B ","F ","D","N","C","050","0","0","0","","","1761301","5915192",
"Auckland","LADY RUBY DRIVE","20","E"," ","SPRINGS ROAD","201530804","22/01/2015","Thu","0700","KA","VW14","308B 314B 377B 929 ","","R","D","BF","F ","D","N","C","060","0","0","0","","","1768508","5909137",
"Auckland","LAGOON DRIVE","150","N"," ","BASIN VIEW LANE","201530423","15/01/2015","Thu","0920","GA","CS1C","181A 387A 930 ","","R","D","B ","F ","D","N","C","050","0","0","0","","","1765071","5914610",
"Auckland","LAGOON DRIVE",""," ","I","CHURCH CRESCENT","201531796","09/01/2015","Fri","0850","JA","4N1C","322A 350A 817 ","","R","D","O ","F ","X","T","R","050","0","0","0","","","1765427","5913860",
"Auckland","LAKE ROAD",""," ","I","BARDIA ST","201531001","02/01/2015","Fri","2000","FE","CS1C","130A 501A ","","R","D","DO","F ","T","T","P","050","0","0","0","","","1759558","5925256",
"Auckland","LAKE ROAD","100","S"," ","EXMOUTH ROAD","201531228","20/01/2015","Tue","0845","CA","MS1C","130A 197A ","","R","D","O ","F "," "," ","C","050","0","0","0","","","1755630","5925474",
"Auckland","LAKE ROAD","50","S"," ","HANLON CRESCENT N","201510384","23/01/2015","Fri","1150","PC","4E1K","378A 720B 835 929 ","","R","D","B ","F ","D"," ","C","050","0","0","1","17","","1759980","5924076",
"Auckland","LAKE ROAD","10","S"," ","REGENT ST","201530476","13/01/2015","Tue","1700","LB","PN1C","158A 303B 927 ","","R","D","B ","F ","D","N","P","050","0","0","0","","","1759850","5924445",
"Auckland","LAKESIDE DRIVE",""," ","I","MCGOWAN PLACE E","201510361","14/01/2015","Wed","1638","GA","MW14","181A 331A ","","M","D","B ","F ","T","N","N","050","0","0","1","","","1750752","5949516",
"Auckland","LAMBIE DRIVE",""," ","I","CAVENDISH DRIVE","201510460","14/01/2015","Wed","1415","BA","CW1CC","112A 517A ","","R","D","B ","F ","X","G","R","050","0","0","1","","","1766722","5904676",
"Auckland","LAMBIE DRIVE",""," ","I","LAMBIE OFF WBD","201532123","16/02/2015","Mon","1015","JA","VS1C","322A ","","R","D","OF","F ","X","T","C","050","0","0","0","","","1766881","5903851",
"Auckland","LAMBIE DRIVE","80","S"," ","RONWOOD AVENUE","201530456","20/01/2015","Tue","1015","EA","CN1C","386A ","M","R","D","B ","F "," ","N","N","050","0","0","0","","","1766691","5904349",
"Auckland","LE ROY TERRACE","20","E"," ","HINEMOA ST","201531706","13/02/2015","Fri","0805","EA","VE1C","129A 402A ","M","R","D","B ","F "," "," ","C","050","0","0","0","","","1754427","5924194",
"Auckland","LENDENFELD DRIVE",""," ","I","MALTE BRUN PLACE","201532355","21/02/2015","Sat","1956","JA","CN1C","303B ","","R","D","B ","F ","T","N","L","050","0","0","0","","","","",
"Auckland","LINCOLN PARK AVENUE","430","W"," ","TRIANGLE ROAD","201531338","05/02/2015","Thu","1306","EA","BS1C","129A 330A 352A ","M","R","D","O ","F "," "," ","C","050","0","0","0","","","1744076","5921620",
"Auckland","LINCOLN ROAD",""," ","I","CENTRAL PARK DRIVE","201510750","17/01/2015","Sat","1138","PO","CN1EC","130A 421A 422A 721B ","","R","D","O ","F ","X","T","C","050","0","0","2","54","","1745378","5920378",
"Auckland","LINCOLN ROAD","100","N"," ","POMARIA ROAD","201531279","31/01/2015","Sat","1032","FD","CS1C","181A 357A 801 ","","R","W","O ","M "," "," ","L","050","0","0","0","","","1745254","5919288",
"Auckland","LINCOLN ROAD","10","N"," ","UNIVERSAL DRIVE","201532143","15/02/2015","Sun","1242","AC","4N14","197A ","","R","D","BF","F ","X","T","C","050","0","0","0","","","1745306","5919762",
"Auckland","LINCOLN ROAD",""," ","I","UNIVERSAL DRIVE","201531339","04/02/2015","Wed","1054","JA","CN1C","324A 330A ","","R","W","O ","L ","X","T","C","050","0","0","0","","","1745306","5919752",
"Auckland","LINCOLN ROAD","40","S"," ","WOODFORD AVENUE","201532362","08/02/2015","Sun","2300","CA","CS1","410A ","P","R","D","DO","F "," "," ","R","050","0","0","0","","","","",
"Auckland","LINE ROAD","200","N"," ","TANIWHA ST","201530885","03/02/2015","Tue","1215","EA","TS1C","129A ","M","R","D","BF","F "," ","N","C","050","0","0","0","","","1765533","5917268",
"Auckland","LIVERPOOL ST",""," ","I","SETTLEMENT ROAD","201532277","12/02/2015","Thu","2145","DB","CS1","111A 131A 514A ","","S","D","DO","F ","T","S","R","050","0","0","0","","","1772819","5895503",
"Auckland","LORIEN PLACE",""," ","I","KERWYN AVENUE","201531060","15/02/2015","Sun","1445","GF","TE1C","381A 671A ","","R","D","BN","F ","T","G","P","050","0","0","0","","","1767528","5909567",
"Auckland","LOWER ALBERT ST",""," ","I","CUSTOMS ST WEST","201531419","18/02/2015","Wed","1110","GF","CS1B","179B 386B ","","R","D","B ","F ","M","T","C","050","0","0","0","","","1757400","5920942",
"Auckland","LOWER ALBERT ST",""," ","I","QUAY ST","201510206","03/01/2015","Sat","1659","NA","CN1E","713B 718B ","","R","D","BF","F ","T","T","C","050","0","0","1","27","","1757450","5921090",
"Auckland","MAHIA ROAD","100","S"," ","DAMIAN WAY","201511204","01/03/2015","Sun","2130","MA","CN1C","373B 377B ","","E","D","DO","F "," "," ","C","050","0","0","1","","","","",
"Auckland","MAIN HIGHWAY","20","E"," ","KALMIA ST","201531868","22/01/2015","Thu","2351","DB","CE1","101A 111A 131A ","F","M","D","DO","F "," "," ","C","050","0","0","0","","","1760987","5915058",
"Auckland","MAIORO ST",""," ","I","MAIORO OFF WBD","201532160","10/01/2015","Sat","2215","KB","CN1C","322A ","","E","D","DO","F ","T","T","R","050","0","0","0","","","1753520","5914409",
"Auckland","MAIORO ST",""," ","I","MAIORO ON EBD","201530870","30/01/2015","Fri","0815","GB","CN1C","173A ","","R","D","BF","F ","T","T","C","050","0","0","0","","","1753569","5914455",
"Auckland","MAIORO ST",""," ","A","MAIORO ST","201530425","02/02/2015","Mon","0002","DA","CS2","131A ","","M","W","DN","L ","T","T","R","050","0","0","0","","","1753548","5914435",
"Auckland","MANGERE ROAD","200","E"," ","AWA ST","201530813","05/02/2015","Thu","2330","BC","CE1C","103A 121A 351A ","","E","W","DO","L "," ","N","C","050","0","0","0","","","1763959","5908906",
"Auckland","MANGERE ROAD",""," ","I","HOSPITAL ROAD","201531149","02/02/2015","Mon","0653","KA","CS1C","141A 302B ","","E","D","B ","F ","T","G","C","050","0","0","0","","","1763378","5908440",
"Auckland","MANGERE ROAD","50","W"," ","WALMSLEY ROAD","201530224","01/01/2015","Thu","0025","AA","CS1C","353A 372A 402A 801 ","","E","W","DO","L "," "," ","P","050","0","0","0","","","1763651","5908868",
"Auckland","MANSION COURT",""," ","I","MARINA VIEW DRIVE","201530800","09/01/2015","Fri","0220","DA","4N2","103A 131A ","FT","E","D","DO","F ","T","G","C","050","0","0","0","","","1746394","5924454",
"Auckland","MANUKA ROAD",""," ","I","EASTON PARK PARADE","201531225","02/01/2015","Fri","0320","DA","CW1","103A 131A ","P","E","D","DO","F ","T","T","C","050","0","0","0","","","1753157","5928764",
"Auckland","MANUKAU ROAD","100","N"," ","BECKENHAM AVENUE","201532044","29/01/2015","Thu","1345","MA","CN14","370A 373B ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1758123","5913991",
"Auckland","MANUKAU ROAD",""," ","I","GLADWIN ROAD","201530345","31/01/2015","Sat","2230","MD","CN1C","308B 371B 402B 929 ","","R","D","DO","F ","D","N","P","050","0","0","0","","","1758044","5914435",
"Auckland","MANUKAU ROAD","80","S"," ","GLASGOW ROAD","201530816","04/02/2015","Wed","0955","CB","CN1VC","130A 501A ","","R","D","BF","F "," ","N","C","050","0","0","0","","","1769457","5880348",
"Auckland","MANUKAU ROAD",""," ","I","GREEN LANE WEST","201532132","04/02/2015","Wed","2130","AC","CN1C","103A 372A ","","R","W","DO","L ","X","T","C","050","0","0","0","","","1758110","5915486",
"Auckland","MANUKAU ROAD","50","S"," ","HARRIS ST","201510702","19/01/2015","Mon","0918","NB","CS1E","714B 732B ","","R","D","B ","F "," "," ","C","050","0","0","1","11","","1769379","5880797",
"Auckland","MANUKAU ROAD","100","N"," ","MOUNT ALBERT ROAD","201531905","01/02/2015","Sun","1125","MA","CN1CC","373B ","M","R","D","OF","F "," ","N","P","050","0","0","0","","","1758204","5913531",
"Auckland","MANUKAU ROAD",""," ","I","MOUNT ALBERT ROAD","201531975","18/01/2015","Sun","0830","HA","CE2C","302A 372A ","","R","D","BF","F ","R","G","R","050","0","0","0","","","1758212","5913424",
"Auckland","MANUKAU ROAD",""," ","I","MOUNT SMART ROAD","201531065","09/02/2015","Mon","1605","AO","BS1C","385A 671A ","","E","D","BF","F ","R","G","R","050","0","0","0","","","1758236","5913418",
"Auckland","MANUKAU ROAD","30","N"," ","ONSLOW AVENUE","201532050","30/01/2015","Fri","1500","AA","CN1C","381A ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1758057","5915152",
"Auckland","MANUKAU ROAD",""," ","I","RANGIATEA ROAD","201530377","28/01/2015","Wed","0719","LB","CN1C","303B ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1758061","5915270",
"Auckland","MARGAN AVENUE",""," ","I","TITIRANGI ROAD","201530868","15/01/2015","Thu","2100","JA","CS2C","322B ","","R","D","DO","F ","T","T","C","050","0","0","0","","","1749245","5913590",
"Auckland","MASCOT AVENUE",""," ","I","CANNING CRESCENT N","201532156","07/02/2015","Sat","1040","JA","CS1C","302B 375B ","","R","D","BF","F ","T","G","C","050","0","0","0","","","1760382","5906946",
"Auckland","MASCOT AVENUE",""," ","I","WADDON PLACE","201530074","07/01/2015","Wed","0700","BC","4N1C","410A 504A ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1760387","5906831",
"Auckland","MASSEY ROAD",""," ","I","HENWOOD ROAD","201510587","03/02/2015","Tue","0950","HA","CN2C","322B ","","R","D","B ","F ","X","T","R","050","0","1","0","","","1761877","5906689",
"Auckland","MASSEY ROAD",""," ","I","IMRIE AVENUE","201532051","01/02/2015","Sun","2130","JA","CE1C","301B 375B 801 ","","R","W","DO","L ","T","S","C","050","0","0","0","","","1761545","5906368",
"Auckland","MASSEY ROAD",""," ","I","JAMES ST","201530466","18/01/2015","Sun","0811","GD","CW1C","181A ","","R","D","B ","F ","X","G","C","050","0","0","0","","","1762082","5906885",
"Auckland","MASSEY ROAD","180","E"," ","MASCOT AVENUE","201530457","22/01/2015","Thu","1407","MD","CE14","330B 371B 929 ","","R","D","B ","F ","D","N","C","050","0","0","0","","","1760743","5906052",
"Auckland","MASSEY ROAD",""," ","I","MIAMI ST","201532326","27/02/2015","Fri","1653","KB","CN1C","302B ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1763182","5908120",
"Auckland","MASSEY ROAD","100","W"," ","ROSELLA ROAD","201530444","06/01/2015","Tue","1730","FA","CS1C","181A ","","R","D","B ","F "," ","N","P","050","0","0","0","","","1763208","5908162",
"Auckland","MASSEY ROAD",""," ","I","VINE ST","201510585","11/02/2015","Wed","1230","KA","CS1C","308B 922 ","","R","D","B ","F ","D","N","C","050","0","0","1","","","1763074","5907946",
"Auckland","MASSEY ROAD","40","S"," ","YATES ROAD","201510589","04/02/2015","Wed","2236","MC","MN1C","387A ","","R","W","DO","L "," "," ","P","050","0","0","1","","","1762517","5907297",
"Auckland","MASTERTON ROAD","40","E"," ","KITEROA TERRACE","201532048","05/02/2015","Thu","1500","MO","CW1C","371A 930 ","M","R","D","B ","F ","D"," ","N","050","0","0","0","","","1755922","5934566",
