"TLA NAME","CRASH ROAD","CRASH DIST","CRASH DIRN","INTSN","SIDE ROAD","CRASH ID","CRASH DATE","CRASH DOW","CRASH TIME","MVMT","VEHICLES","CAUSES","OBJECTS STRUCK","ROAD CURVE","ROAD WET","LIGHT","WTHRa","JUNC TYPE","TRAF CTRL","ROAD MARK","SPD LIM","CRASH FATAL CNT","CRASH SEV CNT","CRASH MIN CNT","PERS AGE1","PERS AGE2","EASTING","NORTHING"
"Auckland","MATAKANA ROAD",""," ","I","ANDERSON ROAD","201510715","31/01/2015","Sat","0720","DA","CN1","111A 131A 901 ","","S","W","O ","H ","T","G","C","080","0","1","0","","","1750985","5973827",
"Auckland","MATAKANA ROAD","870","W"," ","SHARP ROAD","201530841","25/01/2015","Sun","1035","GE","4E1C","387A 929 ","","R","D","BN","F ","D","N","C","080","0","0","0","","","1751955","5973659",
"Auckland","MAXWELTON DRIVE","40","E"," ","EAST COAST ROAD","201510716","29/01/2015","Thu","2251","EA","4W1C","104A 129A 330A 670B ","M","R","D","DO","F "," "," ","L","050","0","0","1","","","1755409","5932206",
"Auckland","MAY ROAD",""," ","I","DENBIGH AVENUE","201532040","01/02/2015","Sun","1201","HA","CW2CC","322B ","","R","D","B ","F ","X","T","C","050","0","0","0","","","1754637","5913896",
"Auckland","MAYORAL DRIVE",""," ","I","COOK ST","201510358","14/01/2015","Wed","1800","NE","CE2E","307A 357A ","","E","D","B ","F ","X","T","N","050","0","0","1","28","","1756988","5920099",
"Auckland","MEADOWLAND DRIVE",""," ","I","GOOCH PLACE","201530806","28/01/2015","Wed","1210","JA","VE1C","302B 353B 375B ","","E","D","BF","F ","T","G","P","050","0","0","0","","","1771775","5913036",
"Auckland","MEOLA ROAD","100","S"," ","VIEW ROAD","201531085","01/02/2015","Sun","2110","CB","CS1","132A ","T","R","W","DO","L "," ","N","C","050","0","0","0","","","","",
"Auckland","MIAMI AVENUE",""," ","I","OCEAN ROAD","201511206","11/02/2015","Wed","0730","MC","PN1C","330B 372B ","","R","D","B ","F ","T","N","C","050","0","0","1","","","","",
"Auckland","MICHAELS AVENUE","30","S"," ","WHITES WAY","201510123","04/01/2015","Sun","0350","EA","CN1C","101A 108A ","M","R","D","DO","F "," ","N","C","050","0","0","1","","","1762111","5915392",
"Auckland","MIDDLEFIELD DRIVE","25","S"," ","GILFORD PLACE","201510452","26/02/2015","Thu","","NA","TS1E","377A 711B 839 ","","E","D","B ","F ","T","N","N","050","0","1","0","11","","1770447","5909338",
"Auckland","MILL ROAD","400","N"," ","POPES ROAD","201510385","30/01/2015","Fri","1800","GD","MS1C","110A 333A 929 ","","R","D","B ","F ","D"," ","C","080","0","1","0","","","1772734","5900994",
"Auckland","MITCHELSON ST","50","E"," ","WOODBINE AVENUE","201531067","05/02/2015","Thu","1330","MO","CW1C","371A 929 ","M","R","D","OF","F ","D","N","C","050","0","0","0","","","1760449","5915605",
"Auckland","MOANA AVENUE",""," ","I","KEITH MORRIS LANE","201531081","03/02/2015","Tue","1006","DB","CW1C","133A 423A 930 ","","R","D","BF","F ","D","N","C","050","0","0","0","","","1751522","5949622",
"Auckland","MOIRE ROAD","150","N"," ","OREIL AVENUE","201530435","20/01/2015","Tue","1840","MC","CN1C","372B ","","R","D","TF","F "," ","N","C","050","0","0","0","","","1744991","5923624",
"Auckland","MOIRE ROAD",""," ","I","OREIL AVENUE","201531080","05/02/2015","Thu","0843","HA","CS1C","302B 375B ","","R","D","BF","F ","T","G","C","050","0","0","0","","","1744922","5923491",
"Auckland","MOKOIA ROAD","100","E"," ","BALMAIN ROAD","201530864","29/01/2015","Thu","1845","FD","CE1C","181A 817 ","","R","D","BF","F "," ","N","C","060","0","0","0","","","1752636","5924743",
"Auckland","MONUMENT ROAD","3000","S"," ","TOURIST ROAD","201511165","12/01/2015","Mon","1720","BB","VN1C","205A 404A ","","M","D","O ","F "," "," ","N","100","0","0","1","","","1782287","5899264",
"Auckland","MORNINGSIDE DRIVE","170","S"," ","EXETER ROAD","201532134","28/01/2015","Wed","1530","KA","CS1C","308B 375B 925 ","","R","W","BF","L ","D","N","C","050","0","0","0","","","1754400","5916830",
"Auckland","MORRIN ROAD",""," ","I","ELIZABETH KNOX PLACE","201511195","18/02/2015","Wed","0713","GD","TN1C","197A 331A 363A 902 ","","R","D","B ","F ","T","G","C","050","0","0","1","","","","",
"Auckland","MORTIMER PASS",""," ","I","BROADWAY","201531069","10/02/2015","Tue","1542","FE","CE1C","181A ","","R","D","BF","F ","T","T","C","050","0","0","0","","","1758383","5917894",
"Auckland","MORTON ST","50","N"," ","COOK ST","201530847","24/01/2015","Sat","2145","MO","CN1C","385A ","M","R","D","DO","F "," ","N","C","050","0","0","0","","","1756606","5920303",
"Auckland","MOTATAU ROAD","15","W"," ","PUKEKO PLACE","201530820","05/02/2015","Thu","0040","MC","VE1C","372B ","","M","W","DO","L ","T","N","L","050","0","0","0","","","1765552","5907675",
"Auckland","MOUNT ALBERT ROAD","50","E"," ","ERSON AVENUE","201510574","05/02/2015","Thu","1255","NG","VE1E","371A ","","R","D","B ","F "," "," ","P","050","0","0","1","41","","1758096","5913453",
"Auckland","MOUNT ALBERT ROAD",""," ","I","EUSTON ROAD","201532178","07/02/2015","Sat","1155","JA","MS1C","301B 375B ","","R","D","BF","F ","T","S","C","050","0","0","0","","","1753932","5915487",
"Auckland","MOUNT ALBERT ROAD","40","W"," ","MONS AVENUE","201532236","29/01/2015","Thu","0400","EA","CE1CC","129A 358A ","MM","R","D","DO","F "," "," ","P","050","0","0","0","","","1754899","5914536",
"Auckland","MOUNT ALBERT ROAD","50","E"," ","PAH ROAD","201531269","28/01/2015","Wed","1620","JA","CE1C","308B 927 ","","R","D","B ","F ","D","N","C","080","0","0","0","","","1757689","5913564",
"Auckland","MOUNT EDEN ROAD",""," ","I","BALMORAL ROAD","201530893","10/01/2015","Sat","1800","FE","CN1C","331A ","","R","D","BF","F ","X","T","C","050","0","0","0","","","1756824","5915901",
"Auckland","MOUNT EDEN ROAD","20","N"," ","DISRAELI ST","201531292","02/02/2015","Mon","1330","MC","MN1C","372B ","","E","D","B ","F "," "," ","C","050","0","0","0","","","1756938","5916513",
"Auckland","MOUNT EDEN ROAD","50","S"," ","ELLERTON ROAD","201510375","30/01/2015","Fri","1745","FE","CN1C","331A ","","R","D","B ","F "," ","T","C","050","0","0","1","","","1756717","5915503",
"Auckland","MOUNT EDEN ROAD",""," ","I","SHACKLETON ROAD","201510162","29/01/2015","Thu","0820","GB","SN1C","132A 142B 175B ","","R","D","B ","F ","T","S","C","050","0","0","1","","45","1756615","5915130",
"Auckland","MOUNT EDEN ROAD",""," ","I","SYLVAN AVENUE","201530422","22/01/2015","Thu","1932","AC","CS1C","330A 372A ","","E","D","TF","F ","T","S","P","050","0","0","0","","","1756908","5918184",
"Auckland","MOUNT WELLINGTON HIGHWAY","20","S"," ","MONAHAN ROAD","201530938","18/01/2015","Sun","0115","DB","CS1","111A 131A 357A ","T","E","W","DO","L ","R","G","P","050","0","0","0","","","1763998","5912035",
"Auckland","MOUNT WELLINGTON HIGHWAY",""," ","I","MONAHAN ROAD","201510264","05/02/2015","Thu","0445","LB","CS1C","302A 350A 375A ","","E","W","DO","L ","R","G","R","050","0","0","1","","","","",
"Auckland","MOUNT WELLINGTON HIGHWAY",""," ","I","MONAHAN ROAD","201532146","13/02/2015","Fri","1818","HA","CW2C","302A 375A ","","R","D","BF","F ","R","G","R","050","0","0","0","","","1764008","5912072",
"Auckland","MOUNT WELLINGTON HIGHWAY","50","S"," ","MT WGTN ON NBD S","201530461","30/01/2015","Fri","1400","AC","CE1C","372A 386A ","","R","D","B ","F "," ","N","C","060","0","0","0","","","1763930","5912349",
"Auckland","MOUNT WELLINGTON HIGHWAY",""," ","I","PENROSE ROAD","201532311","15/02/2015","Sun","1620","FE","CN1CC","112A 181A ","","R","D","O ","F ","X","T","C","050","0","0","0","","","1763813","5913698",
"Auckland","MOUNT WELLINGTON HIGHWAY","10","S"," ","ROSLYN ROAD","201510134","01/01/2015","Thu","0023","BE","CS1C","125A 410A ","","R","W","DO","L ","T","S","R","050","0","0","1","","","1763744","5913574",
"Auckland","MOUNT WELLINGTON HIGHWAY","50","S"," ","ROSLYN ROAD","201531028","07/01/2015","Wed","1722","JA","CN1C","308B 314B 377B 925 ","","R","D","BF","F ","D","N","C","050","0","0","0","","","1763727","5913538",
"Auckland","MOUNTAIN ROAD",""," ","I","CORONATION ST","201532320","30/01/2015","Fri","0925","FB","CN2C","181A ","","R","D","O ","F ","T","G","C","050","0","0","0","","","","",
"Auckland","MOUNTAIN ROAD",""," ","I","JELLICOE ROAD","201530731","19/01/2015","Mon","1710","FE","CN1S","181A ","","R","D","B ","F ","T","T","C","080","0","0","0","","","1765009","5914901",
"Auckland","MULLINS ROAD","380","N"," ","PAPAKURA-CLEVEDON ROAD","201530429","18/01/2015","Sun","0630","DA","4S1","111A 131A ","T","M","D","B ","F "," ","N","C","100","0","0","0","","","1777054","5899162",
"Auckland","MURIWAI VALLEY ROAD","300","S"," ","TAIAPA ROAD","201532192","23/01/2015","Fri","2205","DA","CN1","103A 111A 131A ","","M","D","DN","F "," ","N","C","100","0","0","0","","","1731244","5924063",
"Auckland","MUSICK POINT ROAD","400","N"," ","CLOVELLY ROAD","201531391","10/02/2015","Tue","2300","MO","CN1C","512B 514B ","","R","D","DN","F "," "," ","N","050","0","0","0","","","1769454","5919529",
"Auckland","NEILSON ST","40","E"," ","ALFRED ST E","201531413","20/02/2015","Fri","0533","DB","CE1C","111A 131A ","","E","D","B ","F "," ","N","C","050","0","0","0","","","1759921","5911768",
"Auckland","NEILSON ST","20","E"," ","ALFRED ST W","201530364","17/01/2015","Sat","1710","BF","CE1C","131A 801 ","","E","W","O ","L "," "," ","C","050","0","0","0","","","1759872","5911791",
"Auckland","NEILSON ST",""," ","I","ANGLE ST","201531042","15/01/2015","Thu","0629","AB","CE1C","133A 151A 197A ","","R","D","BF","F ","T","G","C","050","0","0","0","","","1760817","5911863",
"Auckland","NELSON ST",""," ","I","UNION ST","201532435","02/02/2015","Mon","1130","GF","CW2C","129A 176A ","","E","D","B ","F ","M","T","C","050","0","0","0","","","1756679","5919909",
"Auckland","NELSON ST",""," ","I","VICTORIA ST WEST","201531099","05/02/2015","Thu","0006","HA","CE1CC","322A 514A ","","R","W","DO","L ","X","T","N","050","0","0","0","","","1756928","5920586",
"Auckland","NEW NORTH ROAD",""," ","I","ASQUITH AVENUE","201510389","11/01/2015","Sun","1407","JA","SN1C","301B 375B ","","S","D","B ","F ","T","S","R","050","0","1","0","","30","1753062","5916788",
"Auckland","NEW NORTH ROAD","100","N"," ","BOLLARD AVENUE","201531974","10/01/2015","Sat","2139","FA","CN1C","103A 181A ","","R","D","DO","F "," ","N","C","050","0","0","0","","","1751991","5915560",
"Auckland","NEW NORTH ROAD",""," ","I","BOLLARD AVENUE","201531018","07/01/2015","Wed","2125","JA","CS1C","301B 353B 375B ","F","R","D","DO","F ","X","S","C","050","0","0","0","","","1751925","5915485",
"Auckland","NEW NORTH ROAD","15","S"," ","CENTRAL ROAD","201531076","05/02/2015","Thu","1455","EA","CN1C","129A ","M","R","D","BF","F "," ","N","C","050","0","0","0","","","1755530","5917910",
"Auckland","NEW NORTH ROAD","150","W"," ","CENTRAL ROAD","201532126","26/01/2015","Mon","2014","AD","CE1","103A 130A 150A ","IP","R","D","OF","F "," ","N","R","050","0","0","0","","","1755403","5917865",
"Auckland","NEW NORTH ROAD",""," ","I","HENDON AVENUE","201530874","27/01/2015","Tue","1000","KB","CN1V","322B ","","R","D","BF","F ","X","T","C","050","0","0","0","","","1752008","5915580",
"Auckland","NEW NORTH ROAD","150","E"," ","KORARI ST","201531054","09/01/2015","Fri","1200","EE","CW1C","374B ","M","R","D","BF","F "," ","N","C","050","0","0","0","","","1756893","5918610",
"Auckland","NEW NORTH ROAD","20","E"," ","MORNINGSIDE DRIVE","201531009","30/01/2015","Fri","1800","LB","CW1C","303B 314B 377B 929 ","","R","D","BF","F ","D","N","P","050","0","0","0","","","1754796","5917723",
"Auckland","NEW NORTH ROAD","30","E"," ","PORTERS AVENUE","201531902","13/01/2015","Tue","1328","MC","XE1C","372B ","","R","D","BF","F "," ","N","C","050","0","0","0","","","1756511","5918387",
"Auckland","NEW NORTH ROAD","20","N"," ","RICHARDSON ROAD","201531955","17/01/2015","Sat","1336","FE","CS1CC","181A ","","R","D","BF","F ","X","T","C","050","0","0","0","","","1752415","5916067",
"Auckland","NEW NORTH ROAD",""," ","I","WOODWARD ROAD","201531027","02/01/2015","Fri","1335","HA","CS2C","322B ","","R","D","BF","F ","X","T","C","050","0","0","0","","","1752402","5916052",
"Auckland","NEW WINDSOR ROAD","10","S"," ","MAIORO ST","201532174","06/02/2015","Fri","1700","ME","CS1C","371B ","","R","D","OF","F ","T","T","C","050","0","0","0","","","1752660","5914051",
"Auckland","NEW WINDSOR ROAD","10","N"," ","TED WILLIAM ST","201530873","14/01/2015","Wed","1000","MO","CN1C","371A 929 ","M","R","D","BF","F ","D","G","C","050","0","0","0","","","1752747","5913937",
"Auckland","NEWBURY ST","150","S"," ","BAIRDS ROAD","201531210","17/01/2015","Sat","0845","MO","CS1C","330A 386A 925 ","","R","D","B ","F ","D","N","C","050","0","0","0","","","1766655","5907903",
"Auckland","NEWTON ROAD","10","W"," ","SYMONDS ST","201532257","14/02/2015","Sat","1018","MC","CW1C","372B ","","R","D","B ","F ","X","T","C","050","0","0","0","","","1756959","5918793",
"Auckland","NEWTON ROAD","15","E"," ","UPPER QUEEN ST","201511198","18/02/2015","Wed","1612","AO","SW1C","158A 663B ","","R","D","B ","F "," "," ","C","050","0","0","1","","39","","",
"Auckland","NORMAN SPENCER DRIVE","30","N"," ","CAVENDISH DRIVE","201532325","26/02/2015","Thu","1200","MC","CN1C","372B ","","R","D","B ","F "," "," ","C","050","0","0","0","","","1766285","5904624",
"Auckland","NORTHCOTE ROAD","300","E"," ","SUNNYBRAE ROAD","201532128","13/02/2015","Fri","1835","JA","CE1C","308B 353B 377B 930 ","","R","D","OF","F ","D","N","P","050","0","0","0","","","1756182","5926983",
"Auckland","NORTHCOTE ROAD",""," ","I","SUNNYBRAE ROAD","201531793","05/01/2015","Mon","1643","FE","VS1C","331A 350A ","","R","D","B ","F ","X","T","C","050","0","0","0","","","1755962","5926779",
"Auckland","NORTHCOTE ROAD",""," ","I","TAHAROTO ROAD","201531218","20/01/2015","Tue","1043","FE","CN1C","181A 331A ","","R","D","B ","F ","X","T","C","050","0","0","0","","","1756718","5927483",
"Auckland","OATES ROAD",""," ","I","CAPTAIN SCOTT ROAD","201510509","06/02/2015","Fri","0658","HA","VE1C","103A 302A 402A ","X","E","W","O ","F ","R","G","R","050","0","0","3","","","1747219","5913613",
"Auckland","OCEAN VIEW ROAD","5","N"," ","TUI ST","201531790","22/01/2015","Thu","0952","EE","CN1C","330B 374B ","M","R","D","B ","F ","T","N","C","050","0","0","0","","","","",
"Auckland","OLD NORTH ROAD","200","S"," ","ARARIMU VALLEY ROAD","201532193","10/02/2015","Tue","1600","DA","MN1","135A 804 ","","S","D","BN","F "," ","N","C","080","0","0","0","","","1737059","5932698",
"Auckland","OLD NORTH ROAD",""," ","I","OLD RAILWAY ROAD","201510055","17/01/2015","Sat","1520","HA","CE2B","321A 330A ","","R","D","B ","F ","X","S","N","080","0","0","1","","","1740685","5928747",
"Auckland","OLD NORTH ROAD",""," ","I","RIVERHEAD ROAD","201531327","29/01/2015","Thu","1909","KB","CE1C","302A 330A ","","E","D","B ","F ","R","G","R","080","0","0","0","","","1740351","5929493",
"Auckland","OLD NORTH ROAD","1000","N"," ","TAYLOR ROAD","201510803","05/02/2015","Thu","0649","DA","4S1","104A 111A 131A ","CT","M","W","TN","F "," "," ","C","100","0","0","1","","","1733318","5935273",
"Auckland","ONEHUNGA MALL","190","S"," ","NEILSON ST","201510381","20/01/2015","Tue","1556","BF","CS1VV","412A 504A ","","E","D","B ","F "," "," ","C","050","0","0","1","","","1759080","5911607",
"Auckland","ONETANGI ROAD","100","S"," ","TOTARA ROAD","201510353","17/01/2015","Sat","1905","MO","PN1","111A 131A ","","E","D","O ","F "," "," ","C","050","0","1","0","","","1785351","5925901",
"Auckland","ONEWA OFF NBD",""," ","I","ONEWA ROAD","201531333","24/01/2015","Sat","1438","KB","CN1C","378A 691A 191B 313B 378B ","","E","D","B ","F ","X","T","C","050","0","0","0","","","","",
"Auckland","ONEWA ROAD",""," ","I","AORANGI PLACE","201530475","15/01/2015","Thu","1409","GD","TW1C","181A 330A ","","R","D","B ","F ","T","G","C","050","0","0","0","","","1754284","5924804",
"Auckland","ONEWA ROAD",""," ","I","QUEEN ST","201510068","17/01/2015","Sat","0214","DA","CN2","111A 131A 402A 514A 517A ","H","E","D","DO","F ","T","T","C","050","0","0","1","","","1755614","5924637",
"Auckland","ONEWA ROAD","50","W"," ","WOODSIDE AVENUE","201510549","24/01/2015","Sat","1452","GD","4W1C","331A 350A 929 ","","R","D","B ","F ","D","N","C","050","0","0","1","","","1755202","5924725",
"Auckland","ONSLOW AVENUE","100","E"," ","ST ANDREWS ROAD","201530835","23/01/2015","Fri","0455","EA","CW1C","103A 129A ","M","R","D","DO","F "," ","N","N","050","0","0","0","","","1757358","5915313",
"Auckland","ORAKEI ROAD","30","S"," ","BENSON ROAD","201530848","25/01/2015","Sun","2230","EA","ON1C","129A ","M","M","D","DO","F "," ","N","C","050","0","0","0","","","1760854","5917667",
"Auckland","ORAKEI ROAD","100","S"," ","NGAPIPI ROAD","201531287","06/02/2015","Fri","0855","BF","CN1C","111A 131A 801 ","","E","W","O ","L "," "," ","C","050","0","0","0","","","1761545","5918917",
"Auckland","ORMISTON ROAD",""," ","I","MURPHYS ROAD","201532333","20/02/2015","Fri","1500","GF","CE1C","129A 386A ","","R","D","B ","F ","X","T","C","060","0","0","0","","","","",
"Auckland","ORMISTON ROAD",""," ","I","TE IRIRANGI DRIVE","201531959","19/01/2015","Mon","1340","FE","CW14","387A ","","R","D","BF","F ","X","T","P","060","0","0","0","","","","",
"Auckland","OSTEND ROAD","15","S"," ","BELGIUM ST","201532042","03/01/2015","Sat","1230","AO","4N1C","158A 386A ","K","R","D","B ","F ","M","G","R","050","0","0","0","","","1782722","5925794",
"Auckland","OSTRICH ROAD","1000","N"," ","OSTRICH FARM ROAD","201510550","09/01/2015","Fri","1735","DA","CS1","129A 131A ","","E","W","O ","L "," "," ","C","100","0","0","1","","","1765056","5886262",
"Auckland","OTAHURI CRESCENT","20","E"," ","GREAT SOUTH ROAD","201531982","14/02/2015","Sat","0900","MO","CW1C","371A ","M","R","D","BF","F "," ","N","C","050","0","0","0","","","1759428","5916227",
"Auckland","OTARA ON NBD","60","N"," ","OTARA OFF NBD","201531862","14/02/2015","Sat","1504","DB","CN1","111A 131A 402A ","G","S","D","B ","F "," "," ","R","100","0","0","0","","","1766109","5907627",
"Auckland","OTEHA VALLEY ROAD",""," ","I","OTEHA VALLEY ON SBD","201530950","10/01/2015","Sat","1100","FE","VS1C","181A 331A ","","R","D","B ","F ","X","T","C","100","0","0","0","","","1753018","5935030",
"Auckland","OWENS ROAD","150","N"," ","STOKES ROAD","201510133","01/01/2015","Thu","0410","BF","CW1X","111A 402A ","","M","W","DO","L "," ","N","C","050","0","0","2","","","1757308","5916961",
"Auckland","PAKURANGA HIGHWAY","200","E"," ","WAIPUNA ROAD","201532020","09/02/2015","Mon","1845","FA","CE1C","181A 331A 358A ","","E","D","B ","F "," "," ","R","080","0","0","0","","","1765354","5913352",
"Auckland","PAKURANGA ROAD",""," ","I","ABERFELDY AVENUE","201531078","10/02/2015","Tue","0800","JC","CE1T","124A ","","R","D","OF","F ","X","G","P","060","0","0","0","","","1770115","5914668",
"Auckland","PAKURANGA ROAD","20","E"," ","GLENMORE ROAD","201532286","31/01/2015","Sat","0800","CA","VE1","112A 130A 682A ","K","R","W","O ","L ","Y","T","R","060","0","0","0","","","1767949","5913696",
"Auckland","PAKURANGA ROAD","20","S"," ","PANMURE BR S","201532308","21/02/2015","Sat","1535","DA","CS1C","131A 205A 404A 927 ","M","E","D","O ","F ","D","N","N","050","0","0","0","","","","",
"Auckland","PAKURANGA ROAD","100","W"," ","PIGEON MOUNTAIN ROAD","201532100","06/01/2015","Tue","1400","LB","CE1C","303B 375B 924 ","","R","D","BF","F ","D","N","P","060","0","0","0","","","1769412","5914583",
"Auckland","PAKURUNGA ROAD","270","E"," ","ANGELO AVENUE","201532290","28/02/2015","Sat","0745","FD","CE1C","181A 331A 363A 902 ","","R","D","B ","F "," "," ","C","060","0","0","0","","","","",
